Margin(data: [.#.##..#.#], img[2411], T[0,0], d[N])
Margin(data: [..#.####.#], img[1787], T[1,180], d[W])
Margin(data: [#.####.#..], img[1787], T[1,270], d[N])
Margin(data: [..###.#.##], img[1787], T[1,270], d[E])
Margin(data: [#..##.#.##], img[1787], T[1,270], d[S])
Margin(data: [#..##....#], img[1787], T[1,270], d[W])
Margin(data: [##.#.#####], img[2917], T[0,0], d[N])
Margin(data: [####.#.###], img[2917], T[0,0], d[E])
Margin(data: [.#.#.##..#], img[2917], T[0,0], d[S])
Margin(data: [##.##..##.], img[2917], T[0,0], d[W])
Margin(data: [.##..##.##], img[2917], T[0,90], d[N])
Margin(data: [##.#.#####], img[2917], T[0,90], d[E])
Margin(data: [###.#.####], img[2917], T[0,90], d[S])
Margin(data: [.#.#.##..#], img[2917], T[0,90], d[W])
Margin(data: [#..##.#.#.], img[2917], T[0,180], d[N])
Margin(data: [.##..##.##], img[2917], T[0,180], d[E])
Margin(data: [#####.#.##], img[2917], T[0,180], d[S])
Margin(data: [###.#.####], img[2917], T[0,180], d[W])
Margin(data: [####.#.###], img[2917], T[0,270], d[N])
Margin(data: [#..##.#.#.], img[2917], T[0,270], d[E])
Margin(data: [##.##..##.], img[2917], T[0,270], d[S])
Margin(data: [#####.#.##], img[2917], T[0,270], d[W])
Margin(data: [#####.#.##], img[2917], T[1,0], d[N])
Margin(data: [##.##..##.], img[2917], T[1,0], d[E])
Margin(data: [#..##.#.#.], img[2917], T[1,0], d[S])
Margin(data: [####.#.###], img[2917], T[1,0], d[W])
Margin(data: [###.#.####], img[2917], T[1,90], d[N])
Margin(data: [#####.#.##], img[2917], T[1,90], d[E])
Margin(data: [.##..##.##], img[2917], T[1,90], d[S])
Margin(data: [#..##.#.#.], img[2917], T[1,90], d[W])
Margin(data: [.#.#.##..#], img[2917], T[1,180], d[N])
Margin(data: [###.#.####], img[2917], T[1,180], d[E])
Margin(data: [##.#.#####], img[2917], T[1,180], d[S])
Margin(data: [.##..##.##], img[2917], T[1,180], d[W])
Margin(data: [##.##..##.], img[2917], T[1,270], d[N])
Margin(data: [.#.#.##..#], img[2917], T[1,270], d[E])
Margin(data: [####.#.###], img[2917], T[1,270], d[S])
Margin(data: [##.#.#####], img[2917], T[1,270], d[W])
Margin(data: [##.#.#...#], img[3067], T[0,0], d[N])
Margin(data: [##.#..##.#], img[3067], T[0,0], d[E])
Margin(data: [.###...#.#], img[3067], T[0,0], d[S])
Margin(data: [#..#.##.#.], img[3067], T[0,0], d[W])
Margin(data: [.#.##.#..#], img[3067], T[0,90], d[N])
Margin(data: [##.#.#...#], img[3067], T[0,90], d[E])
Margin(data: [#.##..#.##], img[3067], T[0,90], d[S])
Margin(data: [.###...#.#], img[3067], T[0,90], d[W])
Margin(data: [#.#...###.], img[3067], T[0,180], d[N])
Margin(data: [.#.##.#..#], img[3067], T[0,180], d[E])
Margin(data: [#...#.#.##], img[3067], T[0,180], d[S])
Margin(data: [#.##..#.##], img[3067], T[0,180], d[W])
Margin(data: [##.#..##.#], img[3067], T[0,270], d[N])
Margin(data: [#.#...###.], img[3067], T[0,270], d[E])
Margin(data: [#..#.##.#.], img[3067], T[0,270], d[S])
Margin(data: [#...#.#.##], img[3067], T[0,270], d[W])
Margin(data: [#...#.#.##], img[3067], T[1,0], d[N])
Margin(data: [#..#.##.#.], img[3067], T[1,0], d[E])
Margin(data: [#.#...###.], img[3067], T[1,0], d[S])
Margin(data: [##.#..##.#], img[3067], T[1,0], d[W])
Margin(data: [#.##..#.##], img[3067], T[1,90], d[N])
Margin(data: [#...#.#.##], img[3067], T[1,90], d[E])
Margin(data: [.#.##.#..#], img[3067], T[1,90], d[S])
Margin(data: [#.#...###.], img[3067], T[1,90], d[W])
Margin(data: [.###...#.#], img[3067], T[1,180], d[N])
Margin(data: [#.##..#.##], img[3067], T[1,180], d[E])
Margin(data: [##.#.#...#], img[3067], T[1,180], d[S])
Margin(data: [.#.##.#..#], img[3067], T[1,180], d[W])
Margin(data: [#..#.##.#.], img[3067], T[1,270], d[N])
Margin(data: [.###...#.#], img[3067], T[1,270], d[E])
Margin(data: [##.#..##.#], img[3067], T[1,270], d[S])
Margin(data: [##.#.#...#], img[3067], T[1,270], d[W])
Margin(data: [.#..#.#...], img[2963], T[0,0], d[N])
Margin(data: [.#.#.#.###], img[2963], T[0,0], d[E])
Margin(data: [#..#.#####], img[2963], T[0,0], d[S])
Margin(data: [.##.#...##], img[2963], T[0,0], d[W])
Margin(data: [##...#.##.], img[2963], T[0,90], d[N])
Margin(data: [.#..#.#...], img[2963], T[0,90], d[E])
Margin(data: [###.#.#.#.], img[2963], T[0,90], d[S])
Margin(data: [#..#.#####], img[2963], T[0,90], d[W])
Margin(data: [#####.#..#], img[2963], T[0,180], d[N])
Margin(data: [##...#.##.], img[2963], T[0,180], d[E])
Margin(data: [...#.#..#.], img[2963], T[0,180], d[S])
Margin(data: [###.#.#.#.], img[2963], T[0,180], d[W])
Margin(data: [.#.#.#.###], img[2963], T[0,270], d[N])
Margin(data: [#####.#..#], img[2963], T[0,270], d[E])
Margin(data: [.##.#...##], img[2963], T[0,270], d[S])
Margin(data: [...#.#..#.], img[2963], T[0,270], d[W])
Margin(data: [...#.#..#.], img[2963], T[1,0], d[N])
Margin(data: [.##.#...##], img[2963], T[1,0], d[E])
Margin(data: [#####.#..#], img[2963], T[1,0], d[S])
Margin(data: [.#.#.#.###], img[2963], T[1,0], d[W])
Margin(data: [###.#.#.#.], img[2963], T[1,90], d[N])
Margin(data: [...#.#..#.], img[2963], T[1,90], d[E])
Margin(data: [##...#.##.], img[2963], T[1,90], d[S])
Margin(data: [#####.#..#], img[2963], T[1,90], d[W])
Margin(data: [#..#.#####], img[2963], T[1,180], d[N])
Margin(data: [###.#.#.#.], img[2963], T[1,180], d[E])
Margin(data: [.#..#.#...], img[2963], T[1,180], d[S])
Margin(data: [##...#.##.], img[2963], T[1,180], d[W])
Margin(data: [.##.#...##], img[2963], T[1,270], d[N])
Margin(data: [#..#.#####], img[2963], T[1,270], d[E])
Margin(data: [.#.#.#.###], img[2963], T[1,270], d[S])
Margin(data: [.#..#.#...], img[2963], T[1,270], d[W])
Margin(data: [###.##.##.], img[1753], T[0,0], d[N])
Margin(data: [..#.#.##.#], img[1753], T[0,0], d[E])
Margin(data: [#.#..#.#.#], img[1753], T[0,0], d[S])
Margin(data: [##.##.#.##], img[1753], T[0,0], d[W])
Margin(data: [##.#.##.##], img[1753], T[0,90], d[N])
Margin(data: [###.##.##.], img[1753], T[0,90], d[E])
Margin(data: [#.##.#.#..], img[1753], T[0,90], d[S])
Margin(data: [#.#..#.#.#], img[1753], T[0,90], d[W])
Margin(data: [#.#.#..#.#], img[1753], T[0,180], d[N])
Margin(data: [##.#.##.##], img[1753], T[0,180], d[E])
Margin(data: [.##.##.###], img[1753], T[0,180], d[S])
Margin(data: [#.##.#.#..], img[1753], T[0,180], d[W])
Margin(data: [..#.#.##.#], img[1753], T[0,270], d[N])
Margin(data: [#.#.#..#.#], img[1753], T[0,270], d[E])
Margin(data: [##.##.#.##], img[1753], T[0,270], d[S])
Margin(data: [.##.##.###], img[1753], T[0,270], d[W])
Margin(data: [.##.##.###], img[1753], T[1,0], d[N])
Margin(data: [##.##.#.##], img[1753], T[1,0], d[E])
Margin(data: [#.#.#..#.#], img[1753], T[1,0], d[S])
Margin(data: [..#.#.##.#], img[1753], T[1,0], d[W])
Margin(data: [#.##.#.#..], img[1753], T[1,90], d[N])
Margin(data: [.##.##.###], img[1753], T[1,90], d[E])
Margin(data: [##.#.##.##], img[1753], T[1,90], d[S])
Margin(data: [#.#.#..#.#], img[1753], T[1,90], d[W])
Margin(data: [#.#..#.#.#], img[1753], T[1,180], d[N])
Margin(data: [#.##.#.#..], img[1753], T[1,180], d[E])
Margin(data: [###.##.##.], img[1753], T[1,180], d[S])
Margin(data: [##.#.##.##], img[1753], T[1,180], d[W])
Margin(data: [##.##.#.##], img[1753], T[1,270], d[N])
Margin(data: [#.#..#.#.#], img[1753], T[1,270], d[E])
Margin(data: [..#.#.##.#], img[1753], T[1,270], d[S])
Margin(data: [###.##.##.], img[1753], T[1,270], d[W])
Margin(data: [..#.####.#], img[1609], T[0,0], d[N])
Margin(data: [###......#], img[1609], T[0,0], d[E])
Margin(data: [##...#.#.#], img[1609], T[0,0], d[S])
Margin(data: [.#...#.###], img[1609], T[0,0], d[W])
Margin(data: [###.#...#.], img[1609], T[0,90], d[N])
Margin(data: [..#.####.#], img[1609], T[0,90], d[E])
Margin(data: [#......###], img[1609], T[0,90], d[S])
Margin(data: [##...#.#.#], img[1609], T[0,90], d[W])
Margin(data: [#.#.#...##], img[1609], T[0,180], d[N])
Margin(data: [###.#...#.], img[1609], T[0,180], d[E])
Margin(data: [#.####.#..], img[1609], T[0,180], d[S])
Margin(data: [#......###], img[1609], T[0,180], d[W])
Margin(data: [###......#], img[1609], T[0,270], d[N])
Margin(data: [#.#.#...##], img[1609], T[0,270], d[E])
Margin(data: [.#...#.###], img[1609], T[0,270], d[S])
Margin(data: [#.####.#..], img[1609], T[0,270], d[W])
Margin(data: [#.####.#..], img[1609], T[1,0], d[N])
Margin(data: [.#...#.###], img[1609], T[1,0], d[E])
Margin(data: [#.#.#...##], img[1609], T[1,0], d[S])
Margin(data: [###......#], img[1609], T[1,0], d[W])
Margin(data: [#......###], img[1609], T[1,90], d[N])
Margin(data: [#.####.#..], img[1609], T[1,90], d[E])
Margin(data: [###.#...#.], img[1609], T[1,90], d[S])
Margin(data: [#.#.#...##], img[1609], T[1,90], d[W])
Margin(data: [##...#.#.#], img[1609], T[1,180], d[N])
Margin(data: [#......###], img[1609], T[1,180], d[E])
Margin(data: [..#.####.#], img[1609], T[1,180], d[S])
Margin(data: [###.#...#.], img[1609], T[1,180], d[W])
Margin(data: [.#...#.###], img[1609], T[1,270], d[N])
Margin(data: [##...#.#.#], img[1609], T[1,270], d[E])
Margin(data: [###......#], img[1609], T[1,270], d[S])
Margin(data: [..#.####.#], img[1609], T[1,270], d[W])
Margin(data: [.#.##.##.#], img[1237], T[0,0], d[N])
Margin(data: [#.###.#.#.], img[1237], T[0,0], d[E])
Margin(data: [#..#...##.], img[1237], T[0,0], d[S])
Margin(data: [...#...#.#], img[1237], T[0,0], d[W])
Margin(data: [#.#...#...], img[1237], T[0,90], d[N])
Margin(data: [.#.##.##.#], img[1237], T[0,90], d[E])
Margin(data: [.#.#.###.#], img[1237], T[0,90], d[S])
Margin(data: [#..#...##.], img[1237], T[0,90], d[W])
Margin(data: [.##...#..#], img[1237], T[0,180], d[N])
Margin(data: [#.#...#...], img[1237], T[0,180], d[E])
Margin(data: [#.##.##.#.], img[1237], T[0,180], d[S])
Margin(data: [.#.#.###.#], img[1237], T[0,180], d[W])
Margin(data: [#.###.#.#.], img[1237], T[0,270], d[N])
Margin(data: [.##...#..#], img[1237], T[0,270], d[E])
Margin(data: [...#...#.#], img[1237], T[0,270], d[S])
Margin(data: [#.##.##.#.], img[1237], T[0,270], d[W])
Margin(data: [#.##.##.#.], img[1237], T[1,0], d[N])
Margin(data: [...#...#.#], img[1237], T[1,0], d[E])
Margin(data: [.##...#..#], img[1237], T[1,0], d[S])
Margin(data: [#.###.#.#.], img[1237], T[1,0], d[W])
Margin(data: [.#.#.###.#], img[1237], T[1,90], d[N])
Margin(data: [#.##.##.#.], img[1237], T[1,90], d[E])
Margin(data: [#.#...#...], img[1237], T[1,90], d[S])
Margin(data: [.##...#..#], img[1237], T[1,90], d[W])
Margin(data: [#..#...##.], img[1237], T[1,180], d[N])
Margin(data: [.#.#.###.#], img[1237], T[1,180], d[E])
Margin(data: [.#.##.##.#], img[1237], T[1,180], d[S])
Margin(data: [#.#...#...], img[1237], T[1,180], d[W])
Margin(data: [...#...#.#], img[1237], T[1,270], d[N])
Margin(data: [#..#...##.], img[1237], T[1,270], d[E])
Margin(data: [#.###.#.#.], img[1237], T[1,270], d[S])
Margin(data: [.#.##.##.#], img[1237], T[1,270], d[W])
Margin(data: [.#..#..###], img[2267], T[0,0], d[N])
Margin(data: [###.#..###], img[2267], T[0,0], d[E])
Margin(data: [..##...#.#], img[2267], T[0,0], d[S])
Margin(data: [...#....#.], img[2267], T[0,0], d[W])
Margin(data: [.#....#...], img[2267], T[0,90], d[N])
Margin(data: [.#..#..###], img[2267], T[0,90], d[E])
Margin(data: [###..#.###], img[2267], T[0,90], d[S])
Margin(data: [..##...#.#], img[2267], T[0,90], d[W])
Margin(data: [#.#...##..], img[2267], T[0,180], d[N])
Margin(data: [.#....#...], img[2267], T[0,180], d[E])
Margin(data: [###..#..#.], img[2267], T[0,180], d[S])
Margin(data: [###..#.###], img[2267], T[0,180], d[W])
Margin(data: [###.#..###], img[2267], T[0,270], d[N])
Margin(data: [#.#...##..], img[2267], T[0,270], d[E])
Margin(data: [...#....#.], img[2267], T[0,270], d[S])
Margin(data: [###..#..#.], img[2267], T[0,270], d[W])
Margin(data: [###..#..#.], img[2267], T[1,0], d[N])
Margin(data: [...#....#.], img[2267], T[1,0], d[E])
Margin(data: [#.#...##..], img[2267], T[1,0], d[S])
Margin(data: [###.#..###], img[2267], T[1,0], d[W])
Margin(data: [###..#.###], img[2267], T[1,90], d[N])
Margin(data: [###..#..#.], img[2267], T[1,90], d[E])
Margin(data: [.#....#...], img[2267], T[1,90], d[S])
Margin(data: [#.#...##..], img[2267], T[1,90], d[W])
Margin(data: [..##...#.#], img[2267], T[1,180], d[N])
Margin(data: [###..#.###], img[2267], T[1,180], d[E])
Margin(data: [.#..#..###], img[2267], T[1,180], d[S])
Margin(data: [.#....#...], img[2267], T[1,180], d[W])
Margin(data: [...#....#.], img[2267], T[1,270], d[N])
Margin(data: [..##...#.#], img[2267], T[1,270], d[E])
Margin(data: [###.#..###], img[2267], T[1,270], d[S])
Margin(data: [.#..#..###], img[2267], T[1,270], d[W])
Margin(data: [...#...###], img[1777], T[0,0], d[N])
Margin(data: [#.##..####], img[1777], T[0,0], d[E])
Margin(data: [......##.#], img[1777], T[0,0], d[S])
Margin(data: [..#.##....], img[1777], T[0,0], d[W])
Margin(data: [....##.#..], img[1777], T[0,90], d[N])
Margin(data: [...#...###], img[1777], T[0,90], d[E])
Margin(data: [####..##.#], img[1777], T[0,90], d[S])
Margin(data: [......##.#], img[1777], T[0,90], d[W])
Margin(data: [#.##......], img[1777], T[0,180], d[N])
Margin(data: [....##.#..], img[1777], T[0,180], d[E])
Margin(data: [###...#...], img[1777], T[0,180], d[S])
Margin(data: [####..##.#], img[1777], T[0,180], d[W])
Margin(data: [#.##..####], img[1777], T[0,270], d[N])
Margin(data: [#.##......], img[1777], T[0,270], d[E])
Margin(data: [..#.##....], img[1777], T[0,270], d[S])
Margin(data: [###...#...], img[1777], T[0,270], d[W])
Margin(data: [###...#...], img[1777], T[1,0], d[N])
Margin(data: [..#.##....], img[1777], T[1,0], d[E])
Margin(data: [#.##......], img[1777], T[1,0], d[S])
Margin(data: [#.##..####], img[1777], T[1,0], d[W])
Margin(data: [####..##.#], img[1777], T[1,90], d[N])
Margin(data: [###...#...], img[1777], T[1,90], d[E])
Margin(data: [....##.#..], img[1777], T[1,90], d[S])
Margin(data: [#.##......], img[1777], T[1,90], d[W])
Margin(data: [......##.#], img[1777], T[1,180], d[N])
Margin(data: [####..##.#], img[1777], T[1,180], d[E])
Margin(data: [...#...###], img[1777], T[1,180], d[S])
Margin(data: [....##.#..], img[1777], T[1,180], d[W])
Margin(data: [..#.##....], img[1777], T[1,270], d[N])
Margin(data: [......##.#], img[1777], T[1,270], d[E])
Margin(data: [#.##..####], img[1777], T[1,270], d[S])
Margin(data: [...#...###], img[1777], T[1,270], d[W])
Margin(data: [..#.#..##.], img[1993], T[0,0], d[N])
Margin(data: [...#..##.#], img[1993], T[0,0], d[E])
Margin(data: [##.#.###.#], img[1993], T[0,0], d[S])
Margin(data: [.#..####.#], img[1993], T[0,0], d[W])
Margin(data: [#.####..#.], img[1993], T[0,90], d[N])
Margin(data: [..#.#..##.], img[1993], T[0,90], d[E])
Margin(data: [#.##..#...], img[1993], T[0,90], d[S])
Margin(data: [##.#.###.#], img[1993], T[0,90], d[W])
Margin(data: [#.###.#.##], img[1993], T[0,180], d[N])
Margin(data: [#.####..#.], img[1993], T[0,180], d[E])
Margin(data: [.##..#.#..], img[1993], T[0,180], d[S])
Margin(data: [#.##..#...], img[1993], T[0,180], d[W])
Margin(data: [...#..##.#], img[1993], T[0,270], d[N])
Margin(data: [#.###.#.##], img[1993], T[0,270], d[E])
Margin(data: [.#..####.#], img[1993], T[0,270], d[S])
Margin(data: [.##..#.#..], img[1993], T[0,270], d[W])
Margin(data: [.##..#.#..], img[1993], T[1,0], d[N])
Margin(data: [.#..####.#], img[1993], T[1,0], d[E])
Margin(data: [#.###.#.##], img[1993], T[1,0], d[S])
Margin(data: [...#..##.#], img[1993], T[1,0], d[W])
Margin(data: [#.##..#...], img[1993], T[1,90], d[N])
Margin(data: [.##..#.#..], img[1993], T[1,90], d[E])
Margin(data: [#.####..#.], img[1993], T[1,90], d[S])
Margin(data: [#.###.#.##], img[1993], T[1,90], d[W])
Margin(data: [##.#.###.#], img[1993], T[1,180], d[N])
Margin(data: [#.##..#...], img[1993], T[1,180], d[E])
Margin(data: [..#.#..##.], img[1993], T[1,180], d[S])
Margin(data: [#.####..#.], img[1993], T[1,180], d[W])
Margin(data: [.#..####.#], img[1993], T[1,270], d[N])
Margin(data: [##.#.###.#], img[1993], T[1,270], d[E])
Margin(data: [...#..##.#], img[1993], T[1,270], d[S])
Margin(data: [..#.#..##.], img[1993], T[1,270], d[W])
Margin(data: [.###.#...#], img[3571], T[0,0], d[N])
Margin(data: [#..#####..], img[3571], T[0,0], d[E])
Margin(data: [..#.#..#..], img[3571], T[0,0], d[S])
Margin(data: [..#...##..], img[3571], T[0,0], d[W])
Margin(data: [..##...#..], img[3571], T[0,90], d[N])
Margin(data: [.###.#...#], img[3571], T[0,90], d[E])
Margin(data: [..#####..#], img[3571], T[0,90], d[S])
Margin(data: [..#.#..#..], img[3571], T[0,90], d[W])
Margin(data: [..#..#.#..], img[3571], T[0,180], d[N])
Margin(data: [..##...#..], img[3571], T[0,180], d[E])
Margin(data: [#...#.###.], img[3571], T[0,180], d[S])
Margin(data: [..#####..#], img[3571], T[0,180], d[W])
Margin(data: [#..#####..], img[3571], T[0,270], d[N])
Margin(data: [..#..#.#..], img[3571], T[0,270], d[E])
Margin(data: [..#...##..], img[3571], T[0,270], d[S])
Margin(data: [#...#.###.], img[3571], T[0,270], d[W])
Margin(data: [#...#.###.], img[3571], T[1,0], d[N])
Margin(data: [..#...##..], img[3571], T[1,0], d[E])
Margin(data: [..#..#.#..], img[3571], T[1,0], d[S])
Margin(data: [#..#####..], img[3571], T[1,0], d[W])
Margin(data: [..#####..#], img[3571], T[1,90], d[N])
Margin(data: [#...#.###.], img[3571], T[1,90], d[E])
Margin(data: [..##...#..], img[3571], T[1,90], d[S])
Margin(data: [..#..#.#..], img[3571], T[1,90], d[W])
Margin(data: [..#.#..#..], img[3571], T[1,180], d[N])
Margin(data: [..#####..#], img[3571], T[1,180], d[E])
Margin(data: [.###.#...#], img[3571], T[1,180], d[S])
Margin(data: [..##...#..], img[3571], T[1,180], d[W])
Margin(data: [..#...##..], img[3571], T[1,270], d[N])
Margin(data: [..#.#..#..], img[3571], T[1,270], d[E])
Margin(data: [#..#####..], img[3571], T[1,270], d[S])
Margin(data: [.###.#...#], img[3571], T[1,270], d[W])
Margin(data: [#.#.#.#.#.], img[3581], T[0,0], d[N])
Margin(data: [.....##.##], img[3581], T[0,0], d[E])
Margin(data: [##.#..##.#], img[3581], T[0,0], d[S])
Margin(data: [#####..###], img[3581], T[0,0], d[W])
Margin(data: [###..#####], img[3581], T[0,90], d[N])
Margin(data: [#.#.#.#.#.], img[3581], T[0,90], d[E])
Margin(data: [##.##.....], img[3581], T[0,90], d[S])
Margin(data: [##.#..##.#], img[3581], T[0,90], d[W])
Margin(data: [#.##..#.##], img[3581], T[0,180], d[N])
Margin(data: [###..#####], img[3581], T[0,180], d[E])
Margin(data: [.#.#.#.#.#], img[3581], T[0,180], d[S])
Margin(data: [##.##.....], img[3581], T[0,180], d[W])
Margin(data: [.....##.##], img[3581], T[0,270], d[N])
Margin(data: [#.##..#.##], img[3581], T[0,270], d[E])
Margin(data: [#####..###], img[3581], T[0,270], d[S])
Margin(data: [.#.#.#.#.#], img[3581], T[0,270], d[W])
Margin(data: [.#.#.#.#.#], img[3581], T[1,0], d[N])
Margin(data: [#####..###], img[3581], T[1,0], d[E])
Margin(data: [#.##..#.##], img[3581], T[1,0], d[S])
Margin(data: [.....##.##], img[3581], T[1,0], d[W])
Margin(data: [##.##.....], img[3581], T[1,90], d[N])
Margin(data: [.#.#.#.#.#], img[3581], T[1,90], d[E])
Margin(data: [###..#####], img[3581], T[1,90], d[S])
Margin(data: [#.##..#.##], img[3581], T[1,90], d[W])
Margin(data: [##.#..##.#], img[3581], T[1,180], d[N])
Margin(data: [##.##.....], img[3581], T[1,180], d[E])
Margin(data: [#.#.#.#.#.], img[3581], T[1,180], d[S])
Margin(data: [###..#####], img[3581], T[1,180], d[W])
Margin(data: [#####..###], img[3581], T[1,270], d[N])
Margin(data: [##.#..##.#], img[3581], T[1,270], d[E])
Margin(data: [.....##.##], img[3581], T[1,270], d[S])
Margin(data: [#.#.#.#.#.], img[3581], T[1,270], d[W])
Margin(data: [#..##..#..], img[2383], T[0,0], d[N])
Margin(data: [.###.##..#], img[2383], T[0,0], d[E])
Margin(data: [#...###..#], img[2383], T[0,0], d[S])
Margin(data: [#.##.....#], img[2383], T[0,0], d[W])
Margin(data: [#.....##.#], img[2383], T[0,90], d[N])
Margin(data: [#..##..#..], img[2383], T[0,90], d[E])
Margin(data: [#..##.###.], img[2383], T[0,90], d[S])
Margin(data: [#...###..#], img[2383], T[0,90], d[W])
Margin(data: [#..###...#], img[2383], T[0,180], d[N])
Margin(data: [#.....##.#], img[2383], T[0,180], d[E])
Margin(data: [..#..##..#], img[2383], T[0,180], d[S])
Margin(data: [#..##.###.], img[2383], T[0,180], d[W])
Margin(data: [.###.##..#], img[2383], T[0,270], d[N])
Margin(data: [#..###...#], img[2383], T[0,270], d[E])
Margin(data: [#.##.....#], img[2383], T[0,270], d[S])
Margin(data: [..#..##..#], img[2383], T[0,270], d[W])
Margin(data: [..#..##..#], img[2383], T[1,0], d[N])
Margin(data: [#.##.....#], img[2383], T[1,0], d[E])
Margin(data: [#..###...#], img[2383], T[1,0], d[S])
Margin(data: [.###.##..#], img[2383], T[1,0], d[W])
Margin(data: [#..##.###.], img[2383], T[1,90], d[N])
Margin(data: [..#..##..#], img[2383], T[1,90], d[E])
Margin(data: [#.....##.#], img[2383], T[1,90], d[S])
Margin(data: [#..###...#], img[2383], T[1,90], d[W])
Margin(data: [#...###..#], img[2383], T[1,180], d[N])
Margin(data: [#..##.###.], img[2383], T[1,180], d[E])
Margin(data: [#..##..#..], img[2383], T[1,180], d[S])
Margin(data: [#.....##.#], img[2383], T[1,180], d[W])
Margin(data: [#.##.....#], img[2383], T[1,270], d[N])
Margin(data: [#...###..#], img[2383], T[1,270], d[E])
Margin(data: [.###.##..#], img[2383], T[1,270], d[S])
Margin(data: [#..##..#..], img[2383], T[1,270], d[W])
Margin(data: [##...##.##], img[2591], T[0,0], d[N])
Margin(data: [#.#.....##], img[2591], T[0,0], d[E])
Margin(data: [###.###.##], img[2591], T[0,0], d[S])
Margin(data: [#..#...#.#], img[2591], T[0,0], d[W])
Margin(data: [#.#...#..#], img[2591], T[0,90], d[N])
Margin(data: [##...##.##], img[2591], T[0,90], d[E])
Margin(data: [##.....#.#], img[2591], T[0,90], d[S])
Margin(data: [###.###.##], img[2591], T[0,90], d[W])
Margin(data: [##.###.###], img[2591], T[0,180], d[N])
Margin(data: [#.#...#..#], img[2591], T[0,180], d[E])
Margin(data: [##.##...##], img[2591], T[0,180], d[S])
Margin(data: [##.....#.#], img[2591], T[0,180], d[W])
Margin(data: [#.#.....##], img[2591], T[0,270], d[N])
Margin(data: [##.###.###], img[2591], T[0,270], d[E])
Margin(data: [#..#...#.#], img[2591], T[0,270], d[S])
Margin(data: [##.##...##], img[2591], T[0,270], d[W])
Margin(data: [##.##...##], img[2591], T[1,0], d[N])
Margin(data: [#..#...#.#], img[2591], T[1,0], d[E])
Margin(data: [##.###.###], img[2591], T[1,0], d[S])
Margin(data: [#.#.....##], img[2591], T[1,0], d[W])
Margin(data: [##.....#.#], img[2591], T[1,90], d[N])
Margin(data: [##.##...##], img[2591], T[1,90], d[E])
Margin(data: [#.#...#..#], img[2591], T[1,90], d[S])
Margin(data: [##.###.###], img[2591], T[1,90], d[W])
Margin(data: [###.###.##], img[2591], T[1,180], d[N])
Margin(data: [##.....#.#], img[2591], T[1,180], d[E])
Margin(data: [##...##.##], img[2591], T[1,180], d[S])
Margin(data: [#.#...#..#], img[2591], T[1,180], d[W])
Margin(data: [#..#...#.#], img[2591], T[1,270], d[N])
Margin(data: [###.###.##], img[2591], T[1,270], d[E])
Margin(data: [#.#.....##], img[2591], T[1,270], d[S])
Margin(data: [##...##.##], img[2591], T[1,270], d[W])
Margin(data: [##.#...#.#], img[1153], T[0,0], d[N])
Margin(data: [##.#.#.##.], img[1153], T[0,0], d[E])
Margin(data: [..##..#...], img[1153], T[0,0], d[S])
Margin(data: [###.#.##..], img[1153], T[0,0], d[W])
Margin(data: [..##.#.###], img[1153], T[0,90], d[N])
Margin(data: [##.#...#.#], img[1153], T[0,90], d[E])
Margin(data: [.##.#.#.##], img[1153], T[0,90], d[S])
Margin(data: [..##..#...], img[1153], T[0,90], d[W])
Margin(data: [...#..##..], img[1153], T[0,180], d[N])
Margin(data: [..##.#.###], img[1153], T[0,180], d[E])
Margin(data: [#.#...#.##], img[1153], T[0,180], d[S])
Margin(data: [.##.#.#.##], img[1153], T[0,180], d[W])
Margin(data: [##.#.#.##.], img[1153], T[0,270], d[N])
Margin(data: [...#..##..], img[1153], T[0,270], d[E])
Margin(data: [###.#.##..], img[1153], T[0,270], d[S])
Margin(data: [#.#...#.##], img[1153], T[0,270], d[W])
Margin(data: [#.#...#.##], img[1153], T[1,0], d[N])
Margin(data: [###.#.##..], img[1153], T[1,0], d[E])
Margin(data: [...#..##..], img[1153], T[1,0], d[S])
Margin(data: [##.#.#.##.], img[1153], T[1,0], d[W])
Margin(data: [.##.#.#.##], img[1153], T[1,90], d[N])
Margin(data: [#.#...#.##], img[1153], T[1,90], d[E])
Margin(data: [..##.#.###], img[1153], T[1,90], d[S])
Margin(data: [...#..##..], img[1153], T[1,90], d[W])
Margin(data: [..##..#...], img[1153], T[1,180], d[N])
Margin(data: [.##.#.#.##], img[1153], T[1,180], d[E])
Margin(data: [##.#...#.#], img[1153], T[1,180], d[S])
Margin(data: [..##.#.###], img[1153], T[1,180], d[W])
Margin(data: [###.#.##..], img[1153], T[1,270], d[N])
Margin(data: [..##..#...], img[1153], T[1,270], d[E])
Margin(data: [##.#.#.##.], img[1153], T[1,270], d[S])
Margin(data: [##.#...#.#], img[1153], T[1,270], d[W])
Margin(data: [#.#.###..#], img[1489], T[0,0], d[N])
Margin(data: [##.#.#.#.#], img[1489], T[0,0], d[E])
Margin(data: [#....#####], img[1489], T[0,0], d[S])
Margin(data: [##..#.##.#], img[1489], T[0,0], d[W])
Margin(data: [#.##.#..##], img[1489], T[0,90], d[N])
Margin(data: [#.#.###..#], img[1489], T[0,90], d[E])
Margin(data: [#.#.#.#.##], img[1489], T[0,90], d[S])
Margin(data: [#....#####], img[1489], T[0,90], d[W])
Margin(data: [#####....#], img[1489], T[0,180], d[N])
